ID;Einrichtungsname;Einrichtungsart;Adresse;PLZ;Stadt;Bezirk;Webseite;Telefon;E_Mail;Angebot;Träger;Anmerkungen;Kurzbeschreibung;X_Koordinate;Y_Koordinate;Foto_Link;Google_Maps_Link;Sachstand
000177_E;Stadtteilzentrum im Ribbeck-Haus;Stadtteilzentrum;Senftenberger Ring 54;13435;Berlin;Reinickendorf;https://www.ribbeckhaus.de/;(030) 47 064 920;info@ribbeckhaus.de;Stadtteil- und Nachbarschaftsarbeit;Chance - Bildung, Jugend und Sport BJS gGmbH;;;13.3522078;52.6052171;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/000177_e.jpg;;2025-05-15
000181_E;Stadtteilzentrum Kiezbegegnung und Teilbar;Nachbarschaftstreff;Warthestraße 73;12051;Berlin;Neukölln;https://www.interkular.de/;;;;interkular gGmbH;;;13.4291269;52.4701233;;https://maps.app.goo.gl/b4ar9Y8foDYQFH1e6;2025-05-15
000206_E;Stadtteiltreff Lettekiez;Nachbarschaftstreff;Pankower Allee 93;13409;Berlin;Pankow;https://www.lebenswelt.de/angebote/projekte/stadtteiltreff-lettekiez;030 97 99 20 69;stadtteiltreff@lebenswelt.de;;LebensWelt gGmbH;Übergangsstandort bis der Neubau fertiggestellt ist;;13.3774575076809;52.56489075;;;2025-05-15
000249_E;Kiezladen WaMa;Nachbarschaftstreff;Ortolfstraße 206B;12524;Berlin;Treptow-Köpenick;https://kiezbund.de/;(030) 66 50 41 15 ;kiezbund@offensiv91.de;;offensiv'91 e.V.;Standort in Ausbau;;13.5261251;52.4029406;;;2025-05-15
CW03NH;Stadtteilzentrum Käte-Tresenreuter-Haus;Stadtteilzentrum;Humboldtstraße 12;14193;Berlin;Charlottenburg-Wilmersdorf;https://www.sozialwerk-berlin.de/;(030) 89 11 05 1 / 89 11 05 2;sozialwerk@gmx.de;Stadtteil- und Nachbarschaftsarbeit, Kompetenz- und Koordinationszentren, Schwerpunkt ältere Menschen;Sozialwerk Berlin e. V.;;;13.2870122;52.4924895;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/cw03nh.jpg;;2025-05-15
CW04NH;Stadtteilzentrum Charlottenburg-Nord;Stadtteilzentrum;Halemweg 18;13627;Berlin;Charlottenburg-Wilmersdorf;https://stz-charlottenburg-nord.de/;(030) 90 29 25 26 0;mail@stz-charlottenburg-nord.de;Stadtteil- und Nachbarschaftsarbeit;Stadtteilverein Tiergarten e. V.;;;13.2870543;52.5377219;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/cw04nh.jpg;;2025-05-15
CW06NH;Interkulturelles Stadtteilzentrum Divan;Stadtteilzentrum;Nehringstraße 26;14059;Berlin;Charlottenburg-Wilmersdorf;https://nachbarschaftszentrum-divan.de/;(030) 54 62 12 16;kontakt@nachbarschaftszentrum-divan.de;Stadtteil- und Nachbarschaftsarbeit;Nachbarschaftszentrum Divan e. V.;;;13.2941937;52.5158599;;;2025-05-15
CW08NH;Stadtteilzentrum Ulme35;Stadtteilzentrum;Ulmenallee 35;14050;Berlin;Charlottenburg-Wilmersdorf;https://interkulturanstalten.de/;(030) 40 36 75 70 0;info@interkulturanstalten.de;Stadtteil- und Nachbarschaftsarbeit, Interkulturelle Arbeit, Kultur und Veranstaltungen, Gemeinwesenarbeit, Beratung;Interkulturanstalten Westend e. V.;;;13.2675522736487;52.51805395;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/cw08nh.jpg;;2025-05-15
CW09NH;Haus der Nachbarschafft;Stadtteilzentrum;Straße am Schoelerpark 37;10715;Berlin;Charlottenburg-Wilmersdorf;https://www.nachbarschafft-ev.de/;(030) 8639 4400;info@nachbarschafft-ev.de;Nachbarschaftsarbeit, Veranstaltungen und vielfältiges Kursangebot, Beratungen, Interkulturelle Arbeit, Gemeinwesenarbeit;NACHBARSCHAFFT e. V.;;;13.3241357728201;52.4839554;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/cw09nh.jpg;https://maps.app.goo.gl/kv4zLfWqJPM8iReZ9;2025-05-15
FK01NH;Nachbarschaftshaus Urbanstraße;Stadtteilzentrum;Urbanstraße 21;10961;Berlin;Friedrichshain-Kreuzberg;https://www.nachbarschaftshaus.de/;(030) 69 04 97 0;info@nachbarschaftshaus.de;Stadtteil- und Nachbarschaftsarbeit, Gemeinwesenarbeit, Beratung;Nachbarschaftshaus Urbanstraße e. V.;;;13.4075946;52.4929721;;;2025-05-15
FK01NH;Kreuzberger Stadtteilzentrum;Nachbarschaftstreff;Lausitzer Straße 8;10999;Berlin;Friedrichshain-Kreuzberg;https://nhu-ev.org/kreuzberger-stadtteilzentrum/;(030) 61 26 66 6;stadtteilzentrum@nachbarschaftshaus.de;Stadtteil- und Nachbarschaftsarbeit, Gemeinwesenarbeit, Beratung;Nachbarschaftshaus Urbanstraße e. V.;;;13.4288738;52.4976237;;;2025-05-15
FK01NH;Nachbarschaftsgarten Kreuzberg;Interkultureller Garten;Golßener Straße / Ecke Züllichauer Straße;10965;Berlin;Friedrichshain-Kreuzberg;https://www.nachbarschaftsgarten-kreuzberg.de/;;;;Nachbarschaftshaus Urbanstraße e. V.;;;13.4015975775597;52.4850416408698;;https://maps.app.goo.gl/xEXFNj1QcBFGsW4P9;2025-05-15
FK02NH;Stadtteilzentrum Familiengarten;Stadtteilzentrum;Oranienstraße 34;10999;Berlin;Friedrichshain-Kreuzberg;https://kotti-berlin.de/;(030) 61 43 55 6;stadtteilzentrum@kottiberlin.de;Stadtteil- und Nachbarschaftsarbeit, Gemeinwesenarbeit, Beratung, Kultur und Veranstaltungen;Kotti e. V.;;;13.4184794072637;52.5019524;;;2025-05-15
FK04NH;Stadtteilzentrum Friedrichshain;Stadtteilzentrum;Pauline-Staegemann-Straße 6;10249;Berlin;Friedrichshain-Kreuzberg;https://volkssolidaritaet-berlin.de/einrichtungen/stadtteilzentrum-friedrichshain/;(030) 40 36 61 1 27;stz-friedrichshain@volkssolidaritaet.de;Stadtteil- und Nachbarschaftsarbeit;Volkssolidarität Landesverband Berlin e. V.;;;13.4218728;52.5254899;;;2025-05-15
FK05NH;Nachbarschaftszentrum RuDi;Stadtteilzentrum;Modersohnstraße 55;10245;Berlin;Friedrichshain-Kreuzberg;https://www.rudizentrum.de/;(030) 29 29 60 3;leitung@rudizentrum.de;Stadtteil- und Nachbarschaftsarbeit, Gemeinwesenarbeit;Nachbarschaftshaus Urbanstraße e. V.;;;13.4571705607439;52.50245295;;;2025-05-15
FK06NH;Stadtteilzentrum Wassertor;Stadtteilzentrum;Wassertorstraße 48;10969;Berlin;Friedrichshain-Kreuzberg;https://mgh-wassertor.de/;(030) 61 50 72 61;info@mgh-wassertor.de;Stadtteil- und Nachbarschaftsarbeit;Wassertor e.V.;;;13.405598;52.5004604;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/fk06nh_1.jpg;;2025-05-15
LI01NH;Stadtteilzentrum Lichtenberg Frankfurter Allee Süd;Stadtteilzentrum;Schulze-Boysen-Straße 38;10365;Berlin;Lichtenberg;https://www.kiezspinne-fas.org/;(030) 55 48 96 35;info@kiezspinne.de;Stadtteil- und Nachbarschaftsarbeit;Kiezspinne FAS - Nachbarschaftlicher Interessenverbund e. V.;;;13.4791319538047;52.5082395;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/li01nh.jpg;;2025-05-15
LI02NH;Nachbarschaftshaus im Ostseeviertel;Stadtteilzentrum;Ribnitzer Straße 1b;13051;Berlin;Lichtenberg;https://vav-hhausen.de/gemeinwesen-und-stadtteilarbeit/stadtteilzentrum-im-nachbarschaftshaus/;(030) 96 27 71 20;sekretariat@vav-hhausen.de;Stadtteil- und Nachbarschaftsarbeit;Verein für aktive Vielfalt e. V.;;;13.5022482;52.5722119;;;2025-05-15
LI08NH;Stadtteilzentrum Hedwig;Stadtteilzentrum;Hedwigstraße 12;13053;Berlin;Lichtenberg;https://sozdia.de/taetigkeitsbereiche/gemeinwesen/stadtteilzentrum-hedwig;(030) 97 89 69 83;hedwig@sozdia.de;Stadtteil- und Nachbarschaftsarbeit;SozDia Stiftung Berlin  Gemeinsam Leben Gestalten;Temporärer Standort;;13.4949983;52.5489999;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/li08nh_1.jpg;;2025-05-15
LI08NH;Stadtteilzentrum Unterwegs in Hohenschönhausen Süd;Interkultureller Garten;Liebenwalder Straße 12-18;13055;Berlin;Lichtenberg;https://sozdia.de/taetigkeitsbereiche/gemeinwesen/interkultureller-garten/ueber-uns;(030) 81 85 90 98;interkulturellergarten@sozdia.de;Stadtteil- und Nachbarschaftsarbeit;SozDia Stiftung Berlin  Gemeinsam Leben Gestalten;;;13.5006849516129;52.5362756992739;;;2025-05-15
LI09NH;Stadtteilzentrum Friedrichsfelde;Stadtteilzentrum;Einbecker Str. 85;10315;Berlin;Lichtenberg;https://stadtteilzentrum-friedrichsfelde.de/;0176 85 93 48 13;stadtteilzentrum.friedrichsfelde@pad-berlin.de;Stadtteil- und Nachbarschaftsarbeit, Beratung, Kurse und Gruppen, Anwohnerbeteiligung, Kultur und Veranstaltungen;pad gGmbH;;;13.5093547;52.5084141;;;2025-05-15
MH01NH;Stadtteilzentrum Hellersdorf-Ost;Stadtteilzentrum;Albert-Kuntz-Straße 42;12627;Berlin;Marzahn-Hellersdorf;https://ev-mittendrin.de/;(030) 99 49 86 91;stz-hellersdorf-ost@ev-mittendrin.de;Stadtteil- und Nachbarschaftsarbeit;MITTENDRIN leben e. V.;;;13.6188701;52.5372245;;;2025-05-15
MH02NH;Nachbarschaftshaus- und Familienzentrum Kiek in (Stadtteilzentrum Marzahn-Nord);Stadtteilzentrum;Rosenbecker Straße 2527;12689;Berlin;Marzahn-Hellersdorf;https://kiekin.org/;(030) 93 22 10 7;info@gmbh-kiekin.de;Stadtteil- und Nachbarschaftsarbeit;Kiek in  Soziale Dienste gGmbH;;;13.5712392;52.5704421;;;2025-05-15
MH03NH;Stadtteilzentrum PestalozziTreff;Stadtteilzentrum;Pestalozzistraße 1A;12623;Berlin;Marzahn-Hellersdorf;https://humanistisch.de/stz-pestalozzi;(030) 56 58 69 20;pestalozzitreff@hvd-bb.de;Stadtteil- und Nachbarschaftsarbeit;HVD Deutschland Landesverband Berlin-Brandenburg KdöR;;;13.6139085604476;52.5100937;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/mh03nh.jpg;;2025-05-15
MH06NH;Stadtteilzentrum Biesdorf;Stadtteilzentrum;Heino-Schmieden-Weg 3;12683;Berlin;Marzahn-Hellersdorf;https://ball-ev-berlin.de/projekte-im-ball-e-v/stadtteilzentrum-biesdorf/;(030) 52 67 84 59 1;stadtteilzentrum.biesdorf@ball-ev-berlin.de;Stadtteil- und Nachbarschaftsarbeit;Betreuung arbeitsloser Leute und Lebenshilfe e. V. (BALL e. V.);Neue Adresse;;13.5564342;52.5086407;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/mh06nh.jpg;;2025-05-15
MI01NH;Stadtteilzentrum Stadtschloss Moabit;Stadtteilzentrum;Rostocker Straße 32;10553;Berlin;Mitte;https://moabiter-ratschlag.de/;(030) 39 08 12 0;info@moabiter-ratschlag.de;Stadtteil- und Nachbarschaftsarbeit, Offener Nachbarschaftstreff, Beratung, Kurse und Gruppen, Bibliothek, Schwerpunkt Kinder,  Mobile Stadtteilarbeit;Moabiter Ratschlag e. V.;;;13.3263623691476;52.531882093896;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/mi01nh_1.jpg;;2025-05-15
MI01NH;Treffpunkt SprengelHaus;Nachbarschaftstreff;Sprengelstraße 15;13353;Berlin;Mitte;https://moabiter-ratschlag.de/treffpunkt-sprengelhaus/;(030) 45 97 73 08 / 45 97 73 09;sarah.buck@moabiter-ratschlag.de;Offener Nachbarschaftstreff, Beratung, Kurse und Gruppen;Moabiter Ratschlag e. V.;;;13.3548544;52.5419063;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/mi01nh_2.jpg;;2025-05-15
MI02NH;Stadtteilzentrum NachbarschaftsEtage;Stadtteilzentrum;Osloer Straße 12;13359;Berlin;Mitte;https://www.nachbarschaftsetage.de/;(030) 49 39 04 2;post@nachbarschaftsetage.de;Stadtteil- und Nachbarschaftsarbeit;Fabrik Osloer Straße e. V.;;;13.3859916926437;52.5561076;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/mi02nh.jpg;;2025-05-15
MI03NH;Stadtteilzentrum KREATIVHAUS;Stadtteilzentrum;Fischerinsel 3;10179;Berlin;Mitte;https://www.kreativhaus-berlin.de/;(030) 23 80 91 3;sekretariat-kreativhaus@fippev.de;Stadtteil- und Nachbarschaftsarbeit, Beratung, Sport und Bewegung, Nachhaltigkeit und Umwelt, Ehrenamt und Freiwilligenarbeit, Interkulturelle Arbeit, Familienarbeit, Mehrgenerationenhaus, Mobile Stadtteilarbeit, KiezCafés, Kompetenz- und Koordinationszentren;FiPP e. V.  Fortbildungsinstitut für die pädagogische Praxis;;;13.4096646528224;52.5135810618831;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/mi03nh.jpg;;2025-05-15
MI07NH;Nachbarschaftstreff im Olof-Palme-Zentrum;Stadtteilzentrum;Demminer Straße 28;13355;Berlin;Mitte;https://www.pfefferwerk.de/stadtteilarbeit-jugendfreizeit/olof-palme-zentrum/;(030) 44 38 37 93;nachbarschaftstreff-opz@pfefferwerk.de;Stadtteil- und Nachbarschaftsarbeit;Pfefferwerk StadtKultur gGmbH;;;13.3960236126458;52.54193875;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/mi03nh.jpg;;2025-05-15
MI08NH;Stadtteil- und Familienzentrum  Zukunftshaus Wedding;Stadtteilzentrum;Müllerstraße 56-58;13349;Berlin;Mitte;https://pgssoziales.de/stadtteilzentrum;(030) 45 00 52 40;gabi.manns@pgssoziales.de;Stadtteil- und Nachbarschaftsarbeit, Familienarbeit, Ehrenamt und Freiwilligenarbeit, Beratung, Mehrgenerationenhaus;Paul Gerhardt Stift Soziales gGmbH;;;13.3465515;52.5538704;;;2025-05-15
MI09NH;Kieztreff Leipziger Straße;Nachbarschaftstreff;Leipziger Str. 58;10117;Berlin;Mitte;;;;;IG Leipziger Straße e. V.;;;13.3969943;52.5112725;;;2025-05-15
NK01NH;Nachbarschaftshaus am Körnerpark;Stadtteilzentrum;Schierker Straße 53;12051;Berlin;Neukölln;https://www.nbh-neukoelln.de/;(030) 32 50 60 20;b.schuenke@nbh-neukoelln.de;Stadtteil- und Nachbarschaftsarbeit;Nachbarschaftsheim Neukölln e. V.;;;13.4385205030699;52.4707349198771;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/nk01nh_1.jpg;;2025-05-15
NK01NH;Elele Nachbarschaftszentrum;Nachbarschaftstreff;Hobrechtstraße 55;12047;Berlin;Neukölln;https://elele-berlin.de/;(030) 62 36 09 2;info@elele-berlin.de;Stadtteil- und Nachbarschaftsarbeit;Nachbarschaftsheim Neukölln e. V.;;;13.4250739;52.4915522;;;2025-05-15
NK01NH;Stadtteilbüro Reuterkiez;Nachbarschaftstreff;Rütlistraße 13;12045;Berlin;Neukölln;https://www.reuterkiez.de/;(030) 22 44 52 49 3;info@reuterkiez.de;Stadtteil- und Nachbarschaftsarbeit;Nachbarschaftsheim Neukölln e. V.;;;13.4341444068385;52.4869514138091;;;2025-05-15
NK01NH;Nachbarschaftstreff Schillerkiez;Nachbarschaftstreff;Mahlower Str. 27;12049;Berlin;Neukölln;https://www.nbh-neukoelln.de/standorte/nachbarschaftshaeuser-und-stadtteilarbeit/nachbarschaftstreff-schillerkiez/;(030) 223 411 26;a.drees@nbh-neukoelln.de;Stadtteil- und Nachbarschaftsarbeit, Beratung;Nachbarschaftsheim Neukölln e. V.;;;13.4237468;52.4797875;;;2025-05-15
NK02NH;STZ Neukölln Süd, Nachbarschaftstreff Waschhaus-Café;Stadtteilzentrum;Eugen-Bolz-Kehre 12;12351;Berlin;Neukölln;https://selbsthilfe-und-stadtteilzentrum-neukoelln.berlin/nachbarschaft/waschhaus-cafe/;(030) 30 36 14 12;nachbarschaftstreff-whc@sh-stzneukoelln.de;Offener Nachbarschaftstreff, Beratung, Kompetenz- und Koordinationszentren, Sport und Bewegung;Selbsthilfe- und Stadtteilzentrum Neukölln-Süd e.V .;;;13.4688938;52.4297772;;;2025-05-15
NK02NH;Nachbarschaftstreff Mollnerweg;Nachbarschaftstreff;Mollnerweg 35;12353;Berlin;Neukölln;https://www.stzneukoelln.de/nachbarschaftstreff-buckow/;(030) 63 33 67 01;;Stadtteil- und Nachbarschaftsarbeit, Beratung, Kurse und Gruppen, Familienarbeit, Offener Nachbarschaftstreff;Selbsthilfe- und Stadtteilzentrum Neukölln-Süd e.V .;;;13.4440907038722;52.4190493141273;;;2025-05-15
NK06NH;Stadtteilzentrum Buckow;Stadtteilzentrum;Christoph-Ruden-Straße 9;12349;Berlin;Neukölln;https://selbsthilfe-und-stadtteilzentrum-neukoelln.berlin/nachbarschaft/stadtteilzentrum-buckow/;(030) 63 33 67 01;nachbarschaftstreff-buckow@sh-stzneukoelln.de;Stadtteil- und Nachbarschaftsarbeit, Beratung, Kurse und Gruppen, Familienarbeit, Offener Nachbarschaftstreff;Selbsthilfe- und Stadtteilzentrum Neukölln-Süd e.V .;;;13.436066;52.4178315;;;2025-05-15
NK07NH;Stadtteilzentrum Buckow;Stadtteilzentrum;Christoph-Ruden-Straße 9;12349;Berlin;Neukölln;https://www.stz-buckow.de/;0175 33 88 67 5 / 0157 80 67 16 28;info@stz-buckow.de;Stadtteil- und Nachbarschaftsarbeit, Gemeinwesenarbeit, Beratung, Kurse und Gruppen, Familienarbeit;Diakoniewerk Simeon gGmbH und Selbsthilfe- und Stadtteilzentrum Neukölln-Süd e.V .;;;13.436066;52.4178315;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/nk07nh.jpg;;2025-05-15
NK07NH;Nachbarschaftstreff Buckow;Nachbarschaftstreff;Mollnerweg 35;12353;Berlin;Neukölln;https://stz-buckow.de/standorte/nachbarschaftstreff-buckow/;(030) 63 33 67 01;nachbarschaftstreff-buckow@sh-stzneukoelln.de;Stadtteil- und Nachbarschaftsarbeit, Gemeinwesenarbeit, Beratung, Kurse und Gruppen, Familienarbeit;Diakoniewerk Simeon gGmbH und Selbsthilfe- und Stadtteilzentrum Neukölln-Süd e.V .;;;;;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/nk07nh_2.jpg;;2025-05-15
NK10NH;Stadtteilzentrum Köllnische Heide;Stadtteilzentrum;Sonnenallee 319;12057;Berlin;Neukölln;https://www.internationaler-bund.de/standort/212181;(030) 68 05 98 43;stz-koellnische-heide-berlin@ib.de;;Internationaler Bund Berlin-Brandenburg gGmbH;;;13.4727003;52.4654641;;https://maps.app.goo.gl/z3vjXSfbDE9LkcPz6;2025-05-15
PA01NH;Stadtteilzentrum Prenzlauer Berg;Stadtteilzentrum;Fehrbelliner Straße 92;10119;Berlin;Pankow;https://stz-prenzlauerberg.de/;(030) 443 83 713;stadtteilzentrum@pfefferwerk.de;Stadtteil- und Nachbarschaftsarbeit, Beratung, Kurse und Gruppen, Mobile Stadtteilarbeit;Pfefferwerk StadtKultur gGmbH;;Das Stadtteilzentrum Prenzlauer Berg ist ein offenes Haus für alle Menschen aus dem Kiez. Es fördert den nachbarschaftlichen Zusammenhalt, unterstützt bürgerschaftliches Engagement und bietet vielfältige Angebote – von Baby-Gruppen bis hin zum Senior*innentheater. Es finden kulturelle, gesundheitsfördernde, bildende und begegnende Formate für alle Alternsgruppen ihren Platz im Stadtteilzentrum. Besonders geprägt ist das Haus durch seine bewegende Geschichte als ehemaliges jüdisches Kinderheim. Angedockte Projekte wie LeNa - Lebendige Nachbarschaft, unsere Mobile Stadtteilarbeit im Ernst-Thälmann-Park und Sprungbrett, aktiv in nahe gelegenen Gemeinschaftsunterkünften für geflüchtete Menschen, machen das Zentrum zu einem lebendigen und unterstützenden Ankerpunkt im Stadtteil, für alle neuen und alten Berliner*innen.;13.4080454083575;52.5313815065484;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/pa01nh.jpg;;2025-05-15
